Model_Name,Case,Learning_Rate,Epochs,Transformation,Rotation,Loss_Function,MSE,MAE,Cosine_Similarity,Angle_Difference
small_sample_linear_autoencoder,case_k_003_left,0.1,30,unitcube,True,mse,0.12929928302764893,0.2021392434835434,0.25034722685813904,70.13623046875
small_sample_linear_autoencoder,case_k_008_right,0.1,30,unitcube,True,mse,0.029464663937687874,0.11733241379261017,0.36112651228904724,59.381385803222656
small_sample_linear_autoencoder,case_m_006_left,0.1,30,unitcube,True,mse,0.02146184630692005,0.10509875416755676,0.6118654012680054,37.33146286010742
small_sample_linear_autoencoder,case_w_027_right,0.1,30,unitcube,True,mse,0.03753098472952843,0.13579173386096954,0.2694973945617676,67.77265167236328
small_sample_linear_autoencoder,case_w_038_left,0.1,30,unitcube,True,mse,0.053235333412885666,0.1621989905834198,0.407266765832901,57.13858413696289
small_sample_linear_autoencoder,bifurication,0.1,30,unitcube,True,mse,0.007253926247358322,0.056994471698999405,0.8559502959251404,21.131887435913086
small_sample_linear_autoencoder,aneurysm2,0.1,30,unitcube,True,mse,0.014878583140671253,0.08302494138479233,0.10333405435085297,80.3253402709961
small_sample_linear_autoencoder,aneurysm1,0.1,30,unitcube,True,mse,0.017792833968997,0.09816248714923859,0.2020740956068039,73.58704376220703
small_sample_linear_autoencoder,cylinder,0.1,30,unitcube,True,mse,0.004529491998255253,0.040712710469961166,0.9474382400512695,6.338633060455322
small_sample_linear_autoencoder,case_k_003_left,0.1,30,unitcube,False,mse,0.12907470762729645,0.20207428932189941,0.26593902707099915,68.5808334350586
small_sample_linear_autoencoder,case_k_008_right,0.1,30,unitcube,False,mse,0.02942483127117157,0.11827042698860168,0.3704412281513214,58.08344268798828
small_sample_linear_autoencoder,case_m_006_left,0.1,30,unitcube,False,mse,0.022509915754199028,0.11015241593122482,0.5923206806182861,40.17671203613281
small_sample_linear_autoencoder,case_w_027_right,0.1,30,unitcube,False,mse,0.03887195140123367,0.13992920517921448,0.25254806876182556,69.43314361572266
small_sample_linear_autoencoder,case_w_038_left,0.1,30,unitcube,False,mse,0.05331793427467346,0.16217190027236938,0.41196051239967346,56.38505935668945
small_sample_linear_autoencoder,bifurication,0.1,30,unitcube,False,mse,0.008172141388058662,0.06166969612240791,0.8502875566482544,21.84375
small_sample_linear_autoencoder,aneurysm2,0.1,30,unitcube,False,mse,0.015404491685330868,0.08495524525642395,0.13418784737586975,77.55876159667969
small_sample_linear_autoencoder,aneurysm1,0.1,30,unitcube,False,mse,0.019304970279335976,0.10327552258968353,0.1921769678592682,75.1539306640625
small_sample_linear_autoencoder,cylinder,0.1,30,unitcube,False,mse,0.005153884645551443,0.04596109315752983,0.9415198564529419,8.59869384765625
small_sample_linear_autoencoder,case_k_003_left,0.1,30,zerocenter,True,mse,0.1279378980398178,0.19856640696525574,0.26230886578559875,69.06729125976562
small_sample_linear_autoencoder,case_k_008_right,0.1,30,zerocenter,True,mse,0.028401756659150124,0.11390978842973709,0.36567142605781555,58.77473068237305
small_sample_linear_autoencoder,case_m_006_left,0.1,30,zerocenter,True,mse,0.021358462050557137,0.10383722931146622,0.6112591028213501,37.681217193603516
small_sample_linear_autoencoder,case_w_027_right,0.1,30,zerocenter,True,mse,0.037025049328804016,0.1338633894920349,0.26616302132606506,68.09756469726562
small_sample_linear_autoencoder,case_w_038_left,0.1,30,zerocenter,True,mse,0.052554093301296234,0.15924492478370667,0.4161035716533661,56.165504455566406
small_sample_linear_autoencoder,bifurication,0.1,30,zerocenter,True,mse,0.006353524513542652,0.0517524816095829,0.8603883981704712,20.127470016479492
small_sample_linear_autoencoder,aneurysm2,0.1,30,zerocenter,True,mse,0.01375288050621748,0.07794052362442017,0.11451949179172516,79.3586654663086
small_sample_linear_autoencoder,aneurysm1,0.1,30,zerocenter,True,mse,0.01695135235786438,0.09562472254037857,0.20169122517108917,73.89862823486328
small_sample_linear_autoencoder,cylinder,0.1,30,zerocenter,True,mse,0.0038709177169948816,0.03504612296819687,0.9524893164634705,3.6998465061187744
small_sample_linear_autoencoder,case_k_003_left,0.1,30,zerocenter,False,mse,0.1274133324623108,0.19796240329742432,0.2729369103908539,67.94441223144531
small_sample_linear_autoencoder,case_k_008_right,0.1,30,zerocenter,False,mse,0.02774950861930847,0.1145634576678276,0.3706311881542206,57.9979362487793
small_sample_linear_autoencoder,case_m_006_left,0.1,30,zerocenter,False,mse,0.022639703005552292,0.10940854251384735,0.5878543853759766,40.881717681884766
small_sample_linear_autoencoder,case_w_027_right,0.1,30,zerocenter,False,mse,0.03765236213803291,0.13716697692871094,0.2486724555492401,69.78815460205078
small_sample_linear_autoencoder,case_w_038_left,0.1,30,zerocenter,False,mse,0.05307231843471527,0.16015835106372833,0.415736585855484,55.96803283691406
small_sample_linear_autoencoder,bifurication,0.1,30,zerocenter,False,mse,140.84046936035156,0.46786195039749146,0.8450542092323303,22.432968139648438
small_sample_linear_autoencoder,aneurysm2,0.1,30,zerocenter,False,mse,0.013026892207562923,0.07911846786737442,0.14068996906280518,77.16010284423828
